address,city,latitude,longitude
1699 Ne 123rd St,Miami,25.8895,-80.1648
312 W Cedar St,Rawlins,41.788,-107.238
6599 Highway 431 S,Owens Cross Roads,34.66075,-86.48332
2273 S Vista Ave,Boise,43.58201,-116.21433
181 W Merrick Rd,Valley Stream,40.666708,-73.704689
2934 E Greenhurst Rd Ste G,Nampa,43.54698,-116.53378
1835 Washington St,Hanover,42.147511,-70.845478
70 Airport Rd,Hartford,41.738144,-72.66816
120 Meridian Dr,New Richmond,45.10765,-92.53687
10894 New Haven Rd,Harrison,39.25871,-84.799569
100 33rd St W,Hastings,44.715611,-92.846607
1010 Union St,Bangor,44.81566,-68.80779
3801 SE Adams Rd,Bartlesville,36.74472,-95.93437
3915 NW Evangeline Trwy,Carencro,30.32057,-92.03281
1240 Broadway,Placerville,38.730972,-120.786137
1824 Prairie View Rd,Platte City,39.3546,-94.76436
7903 Granger Rd,Cleveland,41.4145,-81.6317
22740 Lorain Rd,Cleveland,41.4383,-81.8725
16511 Harvard Ave,Cleveland,41.4501,-81.5645
390 Edgewood Rd NW,Cedar Rapids,41.975672,-91.715931
2247 Lincolnway,Clinton,41.81554,-90.23806
275 S Charles G Seivers Blvd,Clinton,36.09612,-84.1362
2022 Belt Line Rd,Collinsville,38.68697,-90.00766
375 S Academy Blvd,Colorado Springs,38.825865,-104.757365
125 68th Ave S,Coopersville,43.057971,-85.956802
2990 N Powers Blvd,Colorado Springs,38.8749,-104.7207
499 N Main St,Columbia City,41.16565,-85.48755
888 West Highway 99,Corning,39.92724,-122.197914
3705 E Woodmen Rd,Colorado Springs,38.937271,-104.759079
2001 E Clevland Mall,Shelby,35.2684,-81.4853
817 W 5th Ave,Columbus,39.98745,-83.02792
1991 Western Ave,Albany,42.6964,-73.8824
747 Hoosick Rd,Troy,42.745755,-73.642168
1174 Mount Cobb Rd,Lake Ariel,41.408997,-75.50695
1155 S Lapeer Rd,Lake Orion,42.765214,-83.240999
642 S Rand Rd,Lake Zurich,42.1885,-88.103
5720 S Transit Rd,Lockport,43.147235,-78.698348
5901 100th St SW,Lakewood,47.1668,-122.5159
7398 NE Butler St,Hillsboro,45.53736,-122.90057
368 E Makaala St Unit A,Hilo,19.698786,-155.06082
1637 Martin Luther King Jr Blvd,Houma,29.6105,-90.7519
1033 W Tunnel Blvd,Houma,29.59167,-90.73489
1000 W Esplanade Ave Ste C,Kenner,30.020939,-90.25427
4285 Bells Ferry Rd NW,Kennesaw,34.05561,-84.5573
22442 84th Ave S,Kent,47.400917,-122.227866
1240 W Meeker St,Kent,47.38133,-122.24926
1804 1st St,Kennett,36.236798,-90.035942
1034 US Highway 211 W,Luray,38.6622,-78.49155
2449 7th Ave,Marion,42.033264,-91.586355
3515 Tiffin Ave,Sandusky,41.4206,-82.7567
619 Dick Rd,Depew,42.918941,-78.737331
7404 Nieman Rd,Shawnee,38.9949,-94.7145
5105 Industrial Boulevard,Minneapolis,44.86359,-93.35334
9777 Wayne Rd,Romulus,42.23306,-83.38503
605 N Highway 190,Covington,30.4381,-90.08357
316 Philadelphia St,Covington,39.086822,-84.519601
428 E 13th St,Crete,40.625243,-96.957562
1137 N Main St,Crown Point,41.431926,-87.364454
3092 Ross Clark Cir,Dothan,31.22804,-85.43136
191 12th Ave NE,Norman,35.21971,-97.423433
2561 W Main St,Norristown,40.14181,-75.389151
4371 Portage St NW,North Canton,40.88142,-81.42912
535 Indian Boundary Rd,Chesterton,41.61729,-87.04294
1130 N Main St,Monmouth,40.92425,-90.64808
730 N Walnut St,Mount Carmel,38.41316,-87.76726
915 E Main St,Mount Joy,40.10976,-76.48087
1275 Hamilton Lebanon Rd E,Monroe,39.44426,-84.38155
1701 Douglas Ave,Brewton,31.1351,-87.06881
165 Pearl St,Braintree,42.202827,-70.99957
955 W Hermosa St,Lindsay,36.20409,-119.10427
46402 Middle Ridge Rd,Amherst,41.379787,-82.223
1818 Quintard Ave,Anniston,33.66823,-85.8273
6908 Kimball Dr,Gig Harbor,47.3218,-122.5881
115 Golden Isles Plaza,Brunswick,31.21315,-81.49214
1816 Patrick Dr,Burlington,39.019518,-84.695796
14251 Nicollet Ave,Burnsville,44.74493,-93.27912
5725 Heisley Rd,Mentor,41.71507,-81.29964
544 Main St E,Menomonie,44.876,-91.92373
2820 Pine St,Arkadelphia,34.121122,-93.084261
1840 S Ohio St,Martinsville,39.40988,-86.42362
20318 77th Ave NE,Arlington,48.180581,-122.126926
1101 N Beale Rd,Marysville,39.1262,-121.5761
590 Roosevelt Rd,Glen Ellyn,41.8597,-88.0634
122 Lake Shore Dr E,Ashland,46.59247,-90.88282
7209 N 23rd St,Mcallen,26.26989,-98.23499
222 Hammond Dr,Atlanta,33.9194,-84.3798
1985 E Brooks Rd,Memphis,35.06034,-89.99767
1784 Clarkson Rd,Chesterfield,38.64121,-90.56784
217 Washington Ave,Endicott,42.099313,-76.04791
170 5Th Ave,Owego,42.113808,-76.2528
101 McCauley Dr,Uhrichsville,40.4108,-81.3488
23400 Telegraph Rd,Flat Rock,42.13495,-83.268372
515 East Main Street,Biscoe,35.361,-79.7701
32704 Grand River Ave,Farmington,42.4621,-83.369866
235 W 5th St,Eureka,38.506872,-90.631156
360 Blue Lakes Blvd N,Twin Falls,42.56829,-114.46019
171 Iron Point Rd,Folsom,38.64293,-121.19069
700 Mcmeans Ave,Bay Minette,30.884432,-87.787837
501 N 6th St,Beatrice,40.27097,-96.74727
3999 N US Highway 31 S,Traverse City,44.7442,-85.64093
2 Front St,Troy,38.98679,-90.97617
4 Warrensville Rd,Bedford,41.39332,-81.53653
1800 SW 10th Ave,Topeka,39.05168,-95.69946
45 Fairfield Ave,Bellevue,39.102393,-84.487981
701 W Riverside Dr,Parker,34.15143,-114.28642
2901 Court St,Pekin,40.55092,-89.60781
1030 N Tuscarawas Ave,Dover,40.5264,-81.489
1495 Blowing Rock Rd,Boone,36.20183,-81.66207
1016 Blowing Rock Rd,Boone,36.2053,-81.6694
1457 South St,Wheatland,42.05127,-104.96131
6301 Youree Dr,Shreveport,32.45047,-93.72139
118 E Bert Kouns Industrial Loop,Shreveport,32.39898,-93.74858
1093 Blowing Rock Rd,Boone,36.204913,-81.66803
610 Blowing Rock Rd,Boone,36.2096,-81.6741
1064 Blowing Rock,Boone,36.204748,-81.668966
896 Blowing Rock Rd,Boone,36.20624,-81.67109
211 E Milwaukee Ave,Storm Lake,42.64782,-95.19806
1213 Gilmore Ave,Winona,44.04692,-91.66883
718 Canton Rd NW,Carrollton,40.58242,-81.09161
17 E 20th St,Dubuque,42.51148,-90.66971
2949 5th Ave S,Fort Dodge,42.50091,-94.15632
225 W 4th Ave,Holdrege,40.4376,-99.38308
729 S Burlington Ave,Hastings,40.57608,-98.3921
1103 N Jefferson Way,Indianola,41.37047,-93.55883
1211 Jackson St,La Crosse,43.801421,-91.239416
401 Erie Blvd W,Rome,43.2129,-75.4652
701 Highway 12 E,Starkville,33.4529,-88.8334
1434 E 10th St,Jeffersonville,38.288293,-85.729192
101 N Range Line Rd,Joplin,37.090824,-94.4743
1911 Armour Rd,Kansas City,39.14532,-94.55796
4400 SE 29th St,Oklahoma City,35.43469,-97.438792
1007 Broadway St,Delhi,32.44697,-91.49281
7150 Leetsdale Dr Unit H,Denver,39.69838,-104.90427
3000 E University Ave,Des Moines,41.600965,-93.558038
4801 NE 14th St,Des Moines,41.647845,-93.600072
6618 19th St W,Tacoma,47.242757,-122.525309
807 Highway South,Page,36.90777,-111.48161
13840 Grove Dr,Osseo,45.1042,-93.4552
215 N Davis Ave,Cleveland,33.74587,-90.71591
855 Oro Dam Blvd E,Oroville,39.4996,-121.5655
1003 Highway 21 South,Oxford,33.60251,-85.83377
2944 W Parrish Ave,Owensboro,37.756923,-87.149467
4958 State Route 23,Oneonta,42.4472,-75.05
547 W Commerce St,Brownwood,31.729456,-98.985878
235 Highway 47 E,Troy,38.98683,-90.96775
600 S Gloster St,Tupelo,34.24847,-88.716753
2700 Geer Rd,Turlock,37.51772,-120.84834
2807 Cleveland Blvd,Caldwell,43.64908,-116.6672
1199 N Saint Augustine Rd,Valdosta,30.84221,-83.32427
135 S Chauncey Ave Ste 2H,West Lafayette,40.42317,-86.90786
212 Thomas Rd,West Monroe,32.51051,-92.15776
425C N Davis Ave,Cleveland,33.75016,-90.71587
1139 W Pearce Blvd,Wentzville,38.811769,-90.871981
17971 SW McEwan Rd,Portland,45.394334,-122.747032
3830 SE 82nd Ave,Portland,45.494471,-122.578286
6 Taunton St,Plainville,42.009583,-71.30556
1001 Westbank Expy,Westwego,29.8985,-90.1423
759 S 10th St,Williamsburg,36.72547,-84.16553
1837 E 3rd St,Williamsport,41.24955,-76.96618
1319 Bench Rd,Pocatello,42.899077,-112.433434
2900 Brownsville Rd,Pittsburgh,40.382569,-79.977038
47 Kinman Ln,Carrollton,38.65218,-85.12558
2510 E Cedar St,Rawlins,41.79125,-107.20923
108 9th Avenue Cir S,Princeton,45.5526,-93.58688
84 Main St,Cassville,36.6744,-93.8714
6023 University Ave,Cedar Falls,42.51238,-92.43069
4400 Central Pl,Fairfield,38.22268,-122.1264
2792 North Highway 18,Fort Stockton,30.908125,-102.8841
1079 N Morton St,Franklin,39.49126,-86.06367
150 W Washington,Freeland,43.52505,-84.12482
412 South St,Front Royal,38.91186,-78.18787
4805 Avenue O,Fort Madison,40.624002,-91.374393
230 W Bridge St,Oswego,43.453915,-76.52607
1620 N State St,Greenfield,39.810868,-85.769857
4308 Highway 66 S,Rogersville,36.397949,-83.016006
2752 Hwy 50 South,Grand Junction,39.039467,-108.54112
410 Pearl St NW,Grand Rapids,42.966615,-85.679417
31 44th St SW,Grandville,42.885404,-85.782717
34 Broadview Ave,Warrenton,38.71846,-77.80804
21 W Main St,Ventura,34.281365,-119.301068
131 Genesee St,Oneida,43.0785,-75.6432
625 E Ridge Rd,Rochester,43.1959,-77.6007
212 Genesee St,Oneida,43.07921,-75.6454
2000 Rt 35,Asbury Park,40.2636,-74.0425
1201 N Berkeley Blvd,Goldsboro,35.380475,-77.932916
2050 State Rte 60 E,Valrico,27.9384,-82.2532
1322 W Grantham St,Goldsboro,35.40122,-78.01687
664 E Main St,Franklin,35.18693,-83.37137
130 Westgate Plz,Franklin,35.16566,-83.40051
15 Allman Dr,Franklin,35.16191,-83.391
917 Georgia Road,Franklin,35.162468,-83.392228
161 Route 73 S,Marlton,39.8974,-74.9303
714 W Petree Road,Anadarko,35.0573,-98.2551
1339 Broad Street,Bloomfield,40.8363,-74.181
830 S Madison Blvd,Bartlesville,36.745082,-95.91728
415 N. Mississippi,Ada,34.778,-96.6702
818 N Country Club Rd,Ada,34.78304,-96.65208
400 N Mississippi Ave,Ada,34.77794,-96.66958
2935 E Frank Phillips Blvd,Bartlesville,36.75009,-95.945803
606 Se Washington Blvd,Bartlesville,36.74635,-95.9345
3425 E Frank Phillips Blvd,Bartlesville,36.7506,-95.939
1104 W 2nd St,Chico,39.724031,-121.850258
395 Oro Dam Blvd E,Oroville,39.49769,-121.57241
8937 Rancho Del Rio Drive,New Port Richey,28.2353,-82.6665
400 Joseph Gallo Ct,Livingston,37.387823,-120.736552
1100 S Mississippi,Atoka,34.3752,-96.1352
908 Arlington Ctr,Ada,34.7827,-96.6493
1923 Hwy 50 E,Carson City,39.1726,-119.7467
1002 Memorial Drive,Marietta,33.9411,-97.128
8050 Dean Martin Drive,Las Vegas,36.0434,-115.1872
616 Broad St,Elyria,41.367763,-82.110575
2391 Mission St,Santa Cruz,36.96093,-122.04805
500 Leavitt Rd,Amherst,41.4119,-82.2101
1071 S Toledo Blade Blvd,North Port,27.0737,-82.1557
13939 Euclid Ave,Cleveland,41.527,-81.5858
550 N Center St,Lagrange,41.243676,-82.119717
86 N Main St,Saint Albans,44.81303,-73.08328
539 Steinwehr Ave,Gettysburg,39.81739,-77.23639
430 N Queen St,Littlestown,39.74966,-77.093895
133 Blakely Rd,Colchester,44.54342,-73.21404
595 South St,Warren,41.2347,-80.8101
198 W Lincoln Ave,Myerstown,40.377705,-76.310539
710 E Cumberland St,Lebanon,40.3423,-76.3985
480 N Venice By-Pass,Venice,27.1076,-82.4385
2405 Riverside Ave,Paso Robles,35.64,-120.6885
1902 Leesburg Grove City Road,Grove City,41.1439,-80.158
141 Niblick Rd,Paso Robles,35.6156,-120.6829
1208 E Grand Ave,Arroyo Grande,35.1208,-120.6008
3629 Ohio 5,Cortland,41.3171,-80.7327
600 S High St,Cortland,41.3201,-80.7307
25666 Northwest Freeway,Cypress,29.9685,-95.6904
9460 W Sam Houston Pkwy S,Houston,29.67614,-95.56073
1107 24th St,Paso Robles,35.6403,-120.688
960 Schuylkill Mall,Frackville,40.77117,-76.23731
9000 W Front Rd,Atascadero,35.4684,-120.654
180 N Memorial Hwy,Shavertown,41.3224,-75.9424
2014 State Route 53,Fremont,41.3735,-83.118
204 W Adams Ave,Temple,31.0982,-97.34282
1400 Lowes Blvd,Killeen,31.08996,-97.72917
1892 E State St,Salem,40.90108,-80.83379
7800 Sr 45,Lisbon,40.7878,-80.7751
300 28th St,Bellaire,40.01148,-80.74575
155 Emily Dr,Clarksburg,39.2776,-80.2805
5 Harman Ave,Grafton,39.345281,-80.003115
1067 N Bridge,Chillicothe,39.3573,-82.9757
5015 North Memorial Pkwy,Huntsville,34.793669,-86.578026
1316 Hwy 72 East,Athens,34.783776,-86.944886
1918 2nd Ave W,Williston,48.1631,-103.62554
1627 Broadway St N,Menomonie,44.9017,-91.9321
1505 N Broadway,Menomonie,44.9003,-91.9325
1717 Broadway St N,Menomonie,44.90241,-91.9328
2561 Northlake Blvd,West Palm Beach,26.8081,-80.0738
8701 Memorial Blvd,Port Arthur,29.94573,-93.99538
1714 W State Route 18,Tiffin,41.1113,-83.2036
620 N Countyline St,Fostoria,41.16463,-83.42052
3400 E Main St,Merrill,45.1785,-89.6515
2058 National Rd,Wheeling,40.04861,-80.664326
1330 Stout Rd,Menomonie,44.87939,-91.914096
855 National Rd,Wheeling,40.0773,-80.695
775 W Johnson St,Fond Du Lac,43.784311,-88.464986
85 N Miller Drive,Sunbury,40.2485,-82.8681
166 Mansfield Ave,Shelby,40.869611,-82.645239
151 Mansfield Ave,Shelby,40.871359,-82.647116
25 W Hanley Rd,Mansfield,40.696667,-82.511731
666 Lexington Springmill Rd,Mansfield,40.76998,-82.58999
1281 Valley Rd,Menasha,44.23693,-88.42341
3800 Emerson Ave,Parkersburg,39.288513,-81.531716
600 Grand Central Ave,Vienna,39.30528,-81.55042
4915 E Interstate 20 Service Rd N,Weatherford,32.73772,-97.64231
14 Elm Grove Crossing Mall,Wheeling,40.04628,-80.6539
961 National Rd,Wheeling,40.07798,-80.6904
120 Zane St,Wheeling,40.0716,-80.7345
1004 N Loop 340,Waco,31.6044,-97.1042
2700 E DuPont Ave,Belle,38.20477,-81.5047
715 W Capital Auto Mall Expy,San Jose,37.2752,-121.8653
4916 W 6200 S,Salt Lake City,40.63885,-112.00837
301 S Fairway Dr,Kanab,37.04302,-112.51349
687 W Price River Dr,Price,39.599878,-110.82264
680 E Central Ave,Dayton,39.6755,-84.2438
549 S Main,Ephraim,39.35,-111.5876
2561 Campus Dr,Klamath Falls,42.249219,-121.789862
2150 S 6th St,Klamath Falls,42.21432,-121.76411
2759 S 6th St,Klamath Falls,42.210781,-121.755088
2481 Campus Dr,Klamath Falls,42.248892,-121.790462
50 Dover Crossing,Clarksville,36.5519,-87.398
6031 Muhlhauser Rd,West Chester,39.32317,-84.42818
144 W Brigham Rd,Saint George,37.0606,-113.5859
1279 E 100 S,Saint George,37.1065,-113.5561
1235 S Bluff,Saint George,37.0874,-113.5844
1911 W Sunset Blvd,Saint George,37.12237,-113.62421
1838 W Sunset Blvd,Saint George,37.122734,-113.623076
136 Red Cliffs Dr,Saint George,37.114797,-113.553321
798 E Saint George Blvd,Saint George,37.10944,-113.56661
3001 Bastogne Avenue,Fort Campbell,36.647671,-87.453749
2475 W Wheeler,Aransas Pass,27.9235,-97.1756
1555 W Galbraith Rd,Cincinnati,39.217111,-84.545924
4868 Houston Rd,Florence,39.019712,-84.628729
605 W Central Ave,Springboro,39.561884,-84.255956
5120 Delhi Ave,Cincinnati,39.094863,-84.613747
14 Carothers Rd,Newport,39.086386,-84.478213
8549 Winton Rd,Cincinnati,39.223404,-84.517544
3432 Madison Pike,Ft Mitchell,39.034544,-84.53318
1415 N Ed Carey Dr,Harlingen,26.1721,-97.6751
1605 W Harrison Ave,Harlingen,26.19011,-97.71322
200 Kingmont Rd,Fairmont,39.4425,-80.16758
1522 E Harrison Ave,Harlingen,26.19035,-97.67943
949 E Park Ave,Fairmont,39.4767,-80.1217
23 Southland Dr,Fairmont,39.43145,-80.18518
808 Fairmont Ave,Fairmont,39.47521,-80.15172
2502 Fairmont Ave,Fairmont,39.4224,-80.1842
200 Main St E,Oak Hill,37.9729,-81.1477
1317 2nd Ave W,Williston,48.157062,-103.625752
30 Carothers Rd,Newport,39.08481,-84.480558
1810 2Nd Ave W,Williston,48.161544,-103.625753
2222 2nd Ave W,Williston,48.16583,-103.625
1020 2nd Ave W,Williston,48.153438,-103.625735
521 Main St,Williston,48.14933,-103.62257
1107 Second Ave W,Williston,48.154526,-103.626381
60 N 4th St,Sunbury,40.862198,-76.790584
33 E Independence St,Shamokin,40.79189,-76.55648
35 Bound Ave,Milton,41.019555,-76.853877
513 N Alamo Rd,Alamo,26.194553,-98.121353
201 E Griffin Pkwy,Mission,26.2298,-98.3218
2120 N Roosevelt Blvd,Key West,24.560301,-81.780278
6531 Winton Rd,Cincinnati,39.202453,-84.521707
40 Martha Layne Collins Blvd,Newport,39.02709,-84.45144
4534 E US Highway 83,Rio Grande City,26.3651,-98.7916
106 Old Fayette Rd,Oak Hill,38.0083,-81.12847
570 Fayette Town Center Road,Fayetteville,38.032991,-81.12213
902 S Main St,Brigham City,41.49228,-112.01667
2300 W Main St,Tremonton,41.71097,-112.20044
715 S Main St,Brigham City,41.49557,-112.01561
774 South Main Street,Brigham City,41.494212,-112.016589
516 N Wood St,Gilmer,32.73307,-94.94274
5991 Carlton Dr,Burlington,39.02658,-84.7146
470 Nilles Rd,Fairfield,39.338281,-84.563654
2170 Monterey Hwy,San Jose,37.304643,-121.861345
1695 E Kemper Rd,Cincinnati,39.284774,-84.444467
560 N High St,Mount Orab,39.0394,-83.91978
2088 Declaration Dr,Independence,38.92892,-84.5453
10 Blackburn Rd,Dry Ridge,38.6832,-84.6001
33 Donnermeyer Dr,Bellevue,39.097786,-84.482277
6016 S State Route 48,Maineville,39.34724,-84.21777
5188 Pleasant Ave,Fairfield,39.3383,-84.5595
850 Eastgate South Dr,Cincinnati,39.0946,-84.2644
1215 East Columbus Street,Kenton,40.655395,-83.583194
7331 Kenwood Rd,Cincinnati,39.19685,-84.38105
937 N Center St,Somerset,40.0169,-79.0787
725 W 1200 S Ste C,Brigham City,41.48406,-112.02783
109 Lewis Drive,Somerset,40.017203,-79.081813
2761 Jensen Ave,Sanger,36.70546,-119.57706
2000 Hwy 20,Sweet Home,44.3996,-122.7203
1120 W Highway 40,Vernal,40.450406,-109.550556
10558 Loveland Madeira Rd,Loveland,39.2521,-84.2963
11400 Dallas Blvd,Cincinnati,39.286724,-84.56519
10170 Colerain Ave,Cincinnati,39.259785,-84.60207
653 E 9400 S,Sandy,40.5809,-111.8738
4926 W 6200 S,Salt Lake City,40.63952,-112.00867
1035 Dunlawton Ave,Port Orange,29.1272,-81.006
3470 S Redwood Rd,Salt Lake City,40.696976,-111.93958
10391 S State St,Sandy,40.5622,-111.8908
1430 S Foothill Dr,Salt Lake City,40.7387,-111.8261
1842 Sr 44,New Smyrna Beach,29.0137,-80.9433
3291 W Broward Blvd,Fort Lauderdale,26.1214,-80.1893
723 E St,Marysville,39.1433,-121.5907
689 N Lexington Springmill Rd,Mansfield,40.771546,-82.590942
104 Epley Road,Newport,35.940907,-83.211895
"3 Main St, #1",Delhi,42.26841,-74.92205
1160 Wall Ave,Ogden,41.2458,-111.9779
3685 Harrison Blvd,Ogden,41.19605,-111.949
2378 Kiesel Ave,Ogden,41.22331,-111.9718
1350 S State St,Clearfield,41.09382,-112.00631
1111 Washington Blvd,Ogden,41.24561,-111.97017
5710 Harrison Blvd,Ogden,41.1589,-111.9391
4740 Harrison Blvd,Ogden,41.177333,-111.948732
929 Chambers St,Ogden,41.1686,-111.9622
2584 N Susquehanna Trail,Shamokin Dam,40.8416,-76.8271
1171 S 500 W,Bountiful,40.87793,-111.89176
1735 E Skyline Dr Ste 1,Ogden,41.15123,-111.93647
331 Patteson Dr,Morgantown,39.650634,-79.972138
4250 Harrison Blvd,Ogden,41.18546,-111.94887
17067 Pines Blvd,Hollywood,26.007747,-80.374868
5 Clear Mountain Way,Morgantown,39.6203,-79.9246
1101 N Susquehanna Trl,Selinsgrove,40.826518,-76.845007
529 E 1000 N,Spanish Fork,40.1227,-111.646
1416 W 6th St,The Dalles,45.60826,-121.20364
887 E 100 N Ste 4,Payson,40.04483,-111.71787
1015 1st St,Coos Bay,43.35771,-124.212504
140 Park Dr,Weirton,40.39231,-80.55033
1994 Sutton Lane,Sutton,38.700324,-80.663555
1990 Sutton Ln,Sutton,38.70095,-80.66326
784 Virginia Ave,Welch,37.43409,-81.57526
221 Electric Ave,Lewistown,40.61586,-77.56738
133 S Main St,Lewistown,40.595399,-77.57216
33 N Derr Dr,Lewisburg,40.9613,-76.8926
635 N Derr Dr,Lewisburg,40.97024,-76.89346
310 N Derr Dr,Lewisburg,40.9656,-76.89196
25 E Chestnut St,Mifflinburg,40.921585,-77.035668
7379 Westbranch Hwy,Lewisburg,40.980371,-76.885264
12776 Deshler Rd,North Baltimore,41.172619,-83.637734
802 Front St,Toledo,41.649641,-83.521447
225 S Roosevelt Dr,Seaside,45.99216,-123.92045
33 S Reynolds Rd,Toledo,41.638175,-83.664541
"20968 Southbank St, # H-1",Sterling,39.0348,-77.3977
101 N Trading Center Ter,Mustang,35.3921,-97.7218
2208 Pratt Ave,Bellevue,41.15894,-95.94483
305 E Betteravia Rd,Santa Maria,34.9224,-120.4325
329 2nd St,Williamsburg,37.2731,-76.6832
2208 Cunningham Dr,Hampton,37.047054,-76.392003
2739 Maple Ave,Zanesville,39.97244,-82.01162
2160 Maple Ave,Zanesville,39.9645,-82.0096
7105 S May Ave,Oklahoma City,35.39508,-97.56609
101 E Main St,Cut Bank,48.635608,-112.330932
901 Bluefield Ave,Bluefield,37.2648,-81.2357
301 W Broaddus Ave,Bowling Green,38.048374,-77.356995
723 E Main St,Cushing,35.9848,-96.7641
2643 Front St,Richlands,37.094144,-81.810756
2647 Front St,Richlands,37.09418,-81.81039
4240 Pouncey Tract Rd,Glen Allen,37.65308,-77.611933
898 Nova Road,Daytona Beach,29.222,-81.0489
100 W Trower,Mannford,36.127373,-96.3549
611 Sidney Baker St,Kerrville,30.0493,-99.1383
559 James Madison Hwy,Culpeper,38.476282,-77.994983
709 James Madison Hwy,Culpeper,38.481608,-77.978551
3811 S Nova Rd,Port Orange,29.127451,-81.004535
3144 Indiana Ave,Vicksburg,32.3301,-90.8585
3418 S Atlantic Ave,Daytona Beach,29.1521,-80.9697
100 Mall Rd,Covington,37.7736,-79.9673
1410 Durant St,Covington,37.777,-79.9919
1310 S Craig Ave,Covington,37.77902,-79.99123
810 S Craig Ave,Covington,37.7817,-79.9912
Route 29 South,Madison Heights,37.480953,-79.0755
2980 Main Street,Newberry,34.28214,-81.591514
1400 Mill St,Belle Fourche,44.66255,-103.85498
2504 5th Ave,Belle Fourche,44.6553,-103.8574
126 S Front Street,Chamberlain,43.7971,-99.3359
513 S Park Dr,Broken Bow,34.02188,-94.73898
709 S Park Dr,Broken Bow,34.019279,-94.73905
6065 Peters Creek Road,Roanoke,37.341128,-79.96856
1474 N High St,Hillsboro,39.22952,-83.6104
900 N High St,Hillsboro,39.21338,-83.60817
1220 W Will Rogers Blvd,Claremore,36.31668,-95.62493
200 W 4th Ave,Bristow,35.8308,-96.3934
2635 NW Cache Rd,Lawton,34.62369,-98.43254
4360 New York 42,Monticello,41.6664,-74.6745
19 Post Rd,Westerly,41.356069,-71.804727
4022 Factoria Blvd SE,Bellevue,47.573801,-122.169367
2921 Decker Drive,Rice Lake,45.4725,-91.7532
433 Division St,Stevens Point,44.53078,-89.57445
3115 Church Street,Stevens Point,44.5056,-89.5671
1580 S Main St,Mansfield,41.77764,-77.0714
1672 S Main St,Mansfield,41.77553,-77.07171
1320 S Main St,Mansfield,41.78134,-77.07019
2900 Philadelphia Ave,Ocean City,38.35819,-75.07419
1386 Fordham Dr,Virginia Beach,36.79924,-76.17752
4756 S Highland Dr,Salt Lake City,40.66661,-111.83951
7530 W Clearwater Ave,Kennewick,46.20994,-119.22358
7494 Webb Dr,Gainesville,38.7993,-77.6289
900 E Loop 304,Crockett,31.3279,-95.4402
1014 Main Street,Tuba City,36.129706,-111.239365
7453 Valley Pike,Middletown,39.03522,-78.27072
150 Holt Garrison Parkway,Danville,36.5997,-79.4171
7099 11th St N,Saint Paul,44.98465,-92.968124
29840 Santa Margarita Pkwy,Rancho Santa Margarita,33.6283,-117.6138
5260 N Port Washington Rd,Milwaukee,43.112852,-87.916195
4620 S Redwood Rd,Salt Lake City,40.66959,-111.93904
1475 Concord Pkwy N,Concord,35.4378,-80.6051
227 128th St SW,Everett,47.8823,-122.2372
1100 Route 9 South,Old Bridge,40.450336,-74.29858
6712 Forest Hill Blvd,West Palm Beach,26.6507,-80.1492
667 Royal Palm Beach Blvd,West Palm Beach,26.6824,-80.2306
727 E Brundage Ln,Sheridan,44.77405,-106.94419
1695 Coffeen Ave,Sheridan,44.78021,-106.94035
1729 Dell Range Blvd,Cheyenne,41.15971,-104.79919
54 E May St,Winder,33.98937,-83.71989
512 E Nelson St,Lexington,37.77948,-79.43546
531 E Nelson St,Lexington,37.7792,-79.4365
798 N Main St,Marion,36.8396,-81.5078
905 N Main St,Marion,36.8416,-81.50661
347 N Main St,Marion,36.837607,-81.515168
947 N Main St,Marion,36.842598,-81.50504
811 N Main St,Marion,36.839738,-81.508281
7938 Winchester Rd,Memphis,35.048937,-89.798222
9247 Middlebelt Rd,Romulus,42.23829,-83.32703
140 S 8th St,Medford,45.14024,-90.33291
230 S 8th St,Medford,45.138819,-90.333204
2410 S Cobb Dr SE,Smyrna,33.89404,-84.53855
701 Northside Dr E,Statesboro,32.43793,-81.76179
249 S Mountain Blvd,Mountain Top,41.1435,-75.9005
2401 S Smith Blvd,Arlington,38.852334,-77.042482
1135 Northern Blvd,Clarks Summit,41.4872,-75.6955
224 Allegheny Boulevard,Brookville,41.166528,-79.097266
801 Sr 29 N,Tunkhannock,41.526016,-75.95031
2185 S Broadway,Santa Maria,34.92111,-120.436295
294 E Baltimore Ave,Media,39.91581,-75.38519
2050 W Main St,Turlock,37.492303,-120.872609
3430 Tully Rd Ste 65,Modesto,37.6883,-121.0113
1020 West Fulton St Suite G,Waupaca,44.35742,-89.10863
24429 Riverside Dr,Grundy,37.2832,-82.1177
1877 Carrollton Pike,Hillsville,36.747828,-80.764376
115 N Main St,Hillsville,36.762923,-80.734724
1200 Broadway,Placerville,38.7309,-120.7881
1001 Sperry Ave,Patterson,37.4645,-121.14104
100 Walker St,Lexington,37.7783,-79.4355
2715 Black Oak Dr,Paso Robles,35.6428,-120.6865
27494 Dana Circle,Kettleman City,35.9893,-119.9592
4821 Williamsburg Rd,Henrico,37.5169,-77.3489
700a Main St N,Amory,33.99197,-88.49107
142 S George St,York,39.960487,-76.726687
601 N Enola Rd,Enola,40.305639,-76.925332
1075 W Henderson Ave,Porterville,36.080353,-119.042232
805 N Main St,Providence,41.8419,-71.4075
2304 Spring St,Paso Robles,35.638216,-120.692375
